,strategy,ticker,time window,commission,market,pause window (days),yearly avg performance strategy (%),yearly avg performance buy & hold (%),yearly return differential (%)
2820,MovingAverageCrossOver,PGR,2000-01-01/2010-01-01,0.3,XLF,0,1.6844444444444437,12.741111111111108,-11.056666666666665
2821,MovingAverageCrossOver,PLD,2000-01-01/2010-01-01,0.3,XLRE,0,-2.6144444444444446,2.5488888888888894,-5.163333333333334
2822,MovingAverageCrossOver,PRU,2000-01-01/2010-01-01,0.3,XLF,0,5.2250000000000005,6.647499999999999,-1.4224999999999985
2823,MovingAverageCrossOver,PEG,2000-01-01/2010-01-01,0.3,XLU,0,6.142222222222223,7.644444444444446,-1.5022222222222226
2824,MovingAverageCrossOver,PTC,2000-01-01/2010-01-01,0.3,XLK,0,-11.267777777777777,-5.195555555555554,-6.072222222222223
2825,MovingAverageCrossOver,PSA,2000-01-01/2010-01-01,0.3,XLRE,0,13.042222222222225,14.032222222222222,-0.9899999999999967
2826,MovingAverageCrossOver,PHM,2000-01-01/2010-01-01,0.3,XLY,0,0.9099999999999989,12.143333333333333,-11.233333333333334
2827,MovingAverageCrossOver,PWR,2000-01-01/2010-01-01,0.3,XLI,0,12.095555555555556,3.7677777777777774,8.32777777777778
2828,MovingAverageCrossOver,QCOM,2000-01-01/2010-01-01,0.3,XLK,0,8.805555555555555,3.8577777777777786,4.947777777777777
2829,MovingAverageCrossOver,DGX,2000-01-01/2010-01-01,0.3,XLV,0,4.200000000000001,13.137777777777778,-8.937777777777777
2830,MovingAverageCrossOver,RL,2000-01-01/2010-01-01,0.3,XLY,0,2.8377777777777777,16.943333333333335,-14.105555555555558
2831,MovingAverageCrossOver,RJF,2000-01-01/2010-01-01,0.3,XLF,0,-6.770000000000001,8.915555555555557,-15.685555555555558
2832,MovingAverageCrossOver,RTX,2000-01-01/2010-01-01,0.3,XLI,0,5.538888888888889,7.451111111111113,-1.9122222222222245
2833,MovingAverageCrossOver,O,2000-01-01/2010-01-01,0.3,XLRE,0,1.688888888888889,8.455555555555556,-6.766666666666667
2834,MovingAverageCrossOver,REG,2000-01-01/2010-01-01,0.3,XLRE,0,2.6166666666666663,8.032222222222224,-5.4155555555555575
2835,MovingAverageCrossOver,REGN,2000-01-01/2010-01-01,0.3,XLV,0,-11.689999999999998,0.6455555555555549,-12.335555555555553
2836,MovingAverageCrossOver,RF,2000-01-01/2010-01-01,0.3,XLF,0,-6.185555555555556,-6.2555555555555555,0.0699999999999994
2837,MovingAverageCrossOver,RSG,2000-01-01/2010-01-01,0.3,XLI,0,-2.157777777777778,12.233333333333333,-14.39111111111111
2838,MovingAverageCrossOver,RMD,2000-01-01/2010-01-01,0.3,XLV,0,0.0944444444444442,15.124444444444444,-15.03
2839,MovingAverageCrossOver,RVTY,2000-01-01/2010-01-01,0.3,XLV,0,12.453333333333333,-3.311111111111111,15.764444444444443
2840,MovingAverageCrossOver,RHI,2000-01-01/2010-01-01,0.3,XLI,0,-7.017777777777779,-0.25444444444444486,-6.763333333333334
2841,MovingAverageCrossOver,ROK,2000-01-01/2010-01-01,0.3,XLI,0,7.244444444444444,3.415555555555556,3.8288888888888875
2842,MovingAverageCrossOver,ROL,2000-01-01/2010-01-01,0.3,XLI,0,-0.4333333333333332,16.734444444444446,-17.16777777777778
2843,MovingAverageCrossOver,ROP,2000-01-01/2010-01-01,0.3,XLK,0,10.094444444444443,14.213333333333331,-4.118888888888888
2844,MovingAverageCrossOver,ROST,2000-01-01/2010-01-01,0.3,XLY,0,17.80111111111111,20.355555555555554,-2.554444444444446
2845,MovingAverageCrossOver,RCL,2000-01-01/2010-01-01,0.3,XLY,0,-8.176666666666668,-0.25222222222222335,-7.924444444444444
2846,MovingAverageCrossOver,SPGI,2000-01-01/2010-01-01,0.3,XLF,0,1.1788888888888893,2.346666666666666,-1.1677777777777765
2847,MovingAverageCrossOver,CRM,2000-01-01/2010-01-01,0.3,XLK,0,17.61,26.194000000000006,-8.584000000000007
2848,MovingAverageCrossOver,SBAC,2000-01-01/2010-01-01,0.3,XLRE,0,56.97555555555555,23.78666666666667,33.18888888888888
2849,MovingAverageCrossOver,SLB,2000-01-01/2010-01-01,0.3,XLE,0,6.474444444444446,8.286666666666667,-1.8122222222222213
2850,MovingAverageCrossOver,STX,2000-01-01/2010-01-01,0.3,XLK,0,22.557142857142853,4.644285714285715,17.91285714285714
2851,MovingAverageCrossOver,SEE,2000-01-01/2010-01-01,0.3,XLB,0,4.8133333333333335,-1.7533333333333327,6.566666666666666
2852,MovingAverageCrossOver,SRE,2000-01-01/2010-01-01,0.3,XLU,0,-2.2333333333333334,11.79888888888889,-14.032222222222224
2853,MovingAverageCrossOver,SHW,2000-01-01/2010-01-01,0.3,XLB,0,1.5388888888888883,11.813333333333333,-10.274444444444445
2854,MovingAverageCrossOver,SPG,2000-01-01/2010-01-01,0.3,XLRE,0,6.766666666666666,12.303333333333333,-5.536666666666667
2855,MovingAverageCrossOver,SWKS,2000-01-01/2010-01-01,0.3,XLK,0,7.3744444444444435,-9.935555555555558,17.310000000000002
2856,MovingAverageCrossOver,SJM,2000-01-01/2010-01-01,0.3,XLP,0,-1.0311111111111113,11.318888888888889,-12.35
2857,MovingAverageCrossOver,SNA,2000-01-01/2010-01-01,0.3,XLI,0,-4.92,3.852222222222221,-8.77222222222222
2858,MovingAverageCrossOver,SO,2000-01-01/2010-01-01,0.3,XLU,0,-0.6744444444444441,8.43,-9.104444444444443
2859,MovingAverageCrossOver,LUV,2000-01-01/2010-01-01,0.3,XLI,0,-4.657777777777778,-5.361111111111111,0.7033333333333331
2860,MovingAverageCrossOver,SWK,2000-01-01/2010-01-01,0.3,XLI,0,0.1477777777777776,7.342222222222222,-7.194444444444445
