Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_EMA9,index
2022-02-09,4547.0,4590.02978515625,4547.0,4587.18017578125,4587.18017578125,4524350000,49.10873452009315,-48.325672179265894,,27
2022-02-10,4553.240234375,4588.919921875,4484.31005859375,4504.080078125,4504.080078125,5314860000,49.700074578792396,-40.858499686837604,,28
2022-02-11,4506.27001953125,4526.330078125,4401.41015625,4418.64013671875,4418.64013671875,5251500000,45.42183542796815,-38.28943866535701,,29
2022-02-14,4412.60986328125,4426.22021484375,4364.83984375,4401.669921875,4401.669921875,4600390000,38.33543860234731,-43.311760145218614,,30
2022-02-15,4429.27978515625,4472.77001953125,4429.27978515625,4471.06982421875,4471.06982421875,4430830000,40.1258927752263,-45.423251751715725,,31
2022-02-16,4455.75,4489.5498046875,4429.68017578125,4475.009765625,4475.009765625,4283640000,42.95813171426608,-44.448326307712705,,32
2022-02-17,4456.06005859375,4456.06005859375,4373.81005859375,4380.259765625,4380.259765625,4539420000,42.99214875268724,-43.1532281796317,,33
2022-02-18,4384.56982421875,4394.60009765625,4327.22021484375,4348.8701171875,4348.8701171875,4708060000,37.44706427985282,-47.349700158431915,-46.42388945103108,34
2022-02-22,4332.740234375,4362.1201171875,4267.10986328125,4304.759765625,4304.759765625,5121900000,34.021098063356234,-54.232490782823334,-47.985609717389536,35
2022-02-23,4324.93017578125,4341.509765625,4221.509765625,4225.5,4225.5,4797430000,33.52339027547383,-59.62998109393811,-50.31448399269925,36
2022-02-24,4155.77001953125,4294.72998046875,4114.64990234375,4288.7001953125,4288.7001953125,6752130000,24.99440475726945,-76.67349757878401,-55.58628670991621,37
2022-02-25,4298.3798828125,4385.33984375,4286.830078125,4384.64990234375,4384.64990234375,5177060000,39.06868420746223,-77.77662256779422,-60.02435388149181,38
2022-02-28,4354.169921875,4388.83984375,4315.1201171875,4373.93994140625,4373.93994140625,6071370000,43.53265802224926,-73.30406355912328,-62.680295817018106,39
2022-03-01,4363.14013671875,4378.4501953125,4279.5400390625,4306.259765625,4306.259765625,5846230000,44.240008487411714,-68.24897524788139,-63.79403170319076,40
2022-03-02,4322.56005859375,4401.47998046875,4322.56005859375,4386.5400390625,4386.5400390625,5337870000,41.69540447994412,-66.74782710234649,-64.38479078302191,41
2022-03-03,4401.31005859375,4416.77978515625,4345.56005859375,4363.490234375,4363.490234375,5039890000,47.95191433460218,-58.5290036025408,-63.21363334692569,42
2022-03-04,4342.1201171875,4342.1201171875,4284.97998046875,4328.8701171875,4328.8701171875,5797380000,44.11974760231438,-56.14446195729397,-61.79979906899935,43
2022-03-07,4327.009765625,4327.009765625,4199.85009765625,4201.08984375,4201.08984375,6940470000,43.17123252937277,-54.84179256549305,-60.408197768298095,44
2022-03-08,4202.66015625,4276.93994140625,4157.8701171875,4170.7001953125,4170.7001953125,7243120000,36.26216433980366,-63.11583190877718,-60.94972459639392,45
2022-03-09,4223.10009765625,4299.39990234375,4223.10009765625,4277.8798828125,4277.8798828125,5662670000,38.01810480457482,-67.24853598967002,-62.209486875049144,46
2022-03-10,4252.5498046875,4268.27978515625,4209.7998046875,4259.52001953125,4259.52001953125,4980830000,40.558987912494985,-67.37078009625566,-63.241745519290454,47
2022-03-11,4279.5,4291.009765625,4200.490234375,4204.31005859375,4204.31005859375,4938640000,42.86717575531823,-64.54892408536034,-63.50318123250443,48
2022-03-14,4202.75,4247.56982421875,4161.72021484375,4173.10986328125,4173.10986328125,5574920000,38.30528573735335,-67.72497508439938,-64.34754000288342,49
2022-03-15,4188.81982421875,4271.0498046875,4187.89990234375,4262.4501953125,4262.4501953125,5392470000,37.52473617841647,-70.55277863503488,-65.58858772931372,50
2022-03-16,4288.14013671875,4358.89990234375,4251.990234375,4357.85986328125,4357.85986328125,6309750000,45.977228773321656,-64.04128607630173,-65.27912739871132,51
2022-03-17,4345.10986328125,4412.669921875,4335.64990234375,4411.669921875,4411.669921875,4985090000,50.143869102621665,-53.66528054437276,-62.95635802784362,52
2022-03-18,4407.33984375,4465.39990234375,4390.56982421875,4463.1201171875,4463.1201171875,8278430000,54.291029279030106,-39.960146366073786,-58.357115695489654,53
2022-03-21,4462.39990234375,4481.75,4424.2998046875,4461.18017578125,4461.18017578125,4869820000,57.64785888278284,-24.37486395832093,-51.56066534805591,54
2022-03-22,4469.10009765625,4522.0,4469.10009765625,4511.60986328125,4511.60986328125,4754840000,58.051577673027076,-11.351907870813193,-43.518913852607376,55
2022-03-23,4493.10009765625,4501.06982421875,4455.81005859375,4456.240234375,4456.240234375,4550670000,59.53937786664251,0.8951592390094447,-34.63609923428402,56
2022-03-24,4469.97998046875,4520.580078125,4465.169921875,4520.16015625,4520.16015625,4131390000,57.42635731681006,8.635898660649218,-25.981699655297373,57
2022-03-25,4522.91015625,4546.02978515625,4501.06982421875,4543.06005859375,4543.06005859375,4305020000,60.85174567992151,18.824515948920634,-17.02045653445377,58
2022-03-28,4541.08984375,4575.64990234375,4517.68994140625,4575.52001953125,4575.52001953125,4312260000,61.98313751374288,28.04275794458772,-8.007813638645473,59
2022-03-29,4602.85986328125,4637.2998046875,4589.66015625,4631.60009765625,4631.60009765625,5085910000,65.61890689278783,39.872974650869764,1.5683440192575748,60
2022-03-30,4624.2001953125,4627.77001953125,4581.31982421875,4602.4501953125,4602.4501953125,4385570000,66.8002156815349,50.38963274915841,11.332601765237742,61
2022-03-31,4599.02001953125,4603.06982421875,4530.41015625,4530.41015625,4530.41015625,4823020000,64.00571156719882,56.04626387211465,20.275334186613122,62
2022-04-01,4540.31982421875,4548.7001953125,4507.56982421875,4545.85986328125,4545.85986328125,4562940000,57.92241458997312,55.15675684810958,27.251618718912415,63
2022-04-04,4547.97021484375,4583.5,4539.2099609375,4582.64013671875,4582.64013671875,4547350000,58.47633166091603,54.441570177187714,32.68960901056748,64
2022-04-05,4572.4501953125,4593.4501953125,4514.169921875,4525.1201171875,4525.1201171875,4800620000,60.27824741076875,55.21364094047203,37.19441539654839,65
2022-04-06,4494.169921875,4503.93994140625,4450.0400390625,4481.14990234375,4481.14990234375,4986830000,52.44143760470475,48.94474418802474,39.544481154843666,66
2022-04-07,4474.64990234375,4521.16015625,4450.2998046875,4500.2099609375,4500.2099609375,4821490000,50.67229885581861,41.918287975631756,40.01924251900128,67
2022-04-08,4494.14990234375,4520.41015625,4474.60009765625,4488.27978515625,4488.27978515625,4083200000,52.3998644356339,37.491083957653245,39.51361080673168,68
2022-04-11,4462.64013671875,4464.35009765625,4408.3798828125,4412.52978515625,4412.52978515625,4266290000,49.38979747704111,31.081628463993184,37.82721433818398,69
2022-04-12,4437.58984375,4471.0,4381.33984375,4397.4501953125,4397.4501953125,4152090000,47.07461569534402,23.70745473824445,35.00326241819607,70
2022-04-13,4394.2998046875,4453.919921875,4392.7001953125,4446.58984375,4446.58984375,3828150000,43.2974181201145,14.206461327179568,30.843902199992772,71
2022-04-14,4449.1201171875,4460.4599609375,4390.77001953125,4392.58984375,4392.58984375,4083090000,48.89017017986718,10.973896417345713,26.86990104346336,72
2022-04-18,4385.6298828125,4410.31005859375,4370.2998046875,4391.68994140625,4391.68994140625,3910490000,43.53458152400861,3.2514534020365318,22.146211515177995,73
2022-04-19,4390.6298828125,4471.02978515625,4390.6298828125,4462.2099609375,4462.2099609375,4108120000,44.054337916279074,-2.437086890892715,17.229551833963857,74
2022-04-20,4472.259765625,4488.2900390625,4448.759765625,4459.4501953125,4459.4501953125,4290450000,51.84728796439259,-0.3543618602434435,13.712769095122399,75
2022-04-21,4489.169921875,4512.93994140625,4384.47021484375,4393.66015625,4393.66015625,4636890000,53.29856016332004,2.6303994100398995,11.4962951581059,76
2022-04-22,4385.830078125,4385.830078125,4267.6201171875,4271.77978515625,4271.77978515625,4651940000,44.47660889960242,-3.3047227361485056,8.53609157925502,77
2022-04-25,4255.33984375,4299.02001953125,4200.81982421875,4296.1201171875,4296.1201171875,5240040000,36.30495485046811,-18.326563937735955,3.1635604758568254,78
2022-04-26,4278.14013671875,4278.14013671875,4175.0400390625,4175.2001953125,4175.2001953125,4689970000,38.43343842973621,-28.06813622138452,-3.082778863591444,79
2022-04-27,4186.52001953125,4240.7099609375,4162.89990234375,4183.9599609375,4183.9599609375,4769680000,33.57774479946666,-42.68928469536695,-11.004080029946547,80
2022-04-28,4222.580078125,4308.4501953125,4188.6298828125,4287.5,4287.5,4854180000,36.95388619617329,-50.78152700573264,-18.959569425103766,81
2022-04-29,4253.75,4269.68017578125,4124.27978515625,4131.93017578125,4131.93017578125,5084030000,39.80216095175498,-54.056406535156384,-25.97893684711429,82
2022-05-02,4130.60986328125,4169.81005859375,4062.510009765625,4155.3798828125,4155.3798828125,5163790000,33.38524032912416,-65.82931272483165,-33.94901202265777,83
2022-05-03,4159.77978515625,4200.10009765625,4147.080078125,4175.47998046875,4175.47998046875,4582050000,36.0167596559565,-71.97596269281257,-41.55440215668873,84
2022-05-04,4181.18017578125,4307.66015625,4148.91015625,4300.169921875,4300.169921875,5136360000,37.9532972141258,-74.26432153305086,-48.09638603196116,85
2022-05-05,4270.43017578125,4270.43017578125,4106.009765625,4146.8701171875,4146.8701171875,5077030000,45.3782923684384,-68.09122009411476,-52.09535284439188,86
2022-05-06,4128.169921875,4157.68994140625,4067.909912109375,4123.33984375,4123.33984375,5116940000,37.6452898693301,-73.82717261061316,-56.44171679763614,87
2022-05-09,4081.27001953125,4081.27001953125,3975.47998046875,3991.239990234375,3991.239990234375,5954520000,35.497597823944844,-81.22111995311934,-61.39759742873278,88
2022-05-10,4035.179931640625,4068.820068359375,3958.169921875,4001.050048828125,4001.050048828125,5885820000,33.47634921544423,-89.76520399959918,-67.07111874290607,89
2022-05-11,3990.080078125,4049.090087890625,3928.820068359375,3935.179931640625,3935.179931640625,5816140000,31.581371800908713,-99.03403076661016,-73.46370114764689,90
2022-05-12,3903.949951171875,3964.800048828125,3858.8701171875,3930.080078125,3930.080078125,6286450000,28.288053872783564,-112.03811849467002,-81.17858461705151,91
2022-05-13,3963.89990234375,4038.8798828125,3963.89990234375,4023.889892578125,4023.889892578125,5183340000,33.487136759564635,-116.16738635343154,-88.17634496432753,92
2022-05-16,4013.02001953125,4046.4599609375,3983.989990234375,4008.010009765625,4008.010009765625,4415030000,37.48627013279569,-114.1603089588325,-93.37313776322853,93
2022-05-17,4052.0,4090.719970703125,4033.929931640625,4088.85009765625,4088.85009765625,4841410000,40.541481323406614,-108.17732613126827,-96.33397543683648,94
2022-05-18,4051.97998046875,4051.97998046875,3911.909912109375,3923.679931640625,3923.679931640625,5103220000,40.540385474524896,-102.25861093118147,-97.5189025357055,95
2022-05-19,3899.0,3945.9599609375,3876.580078125,3900.7900390625,3900.7900390625,5113550000,33.16344784613969,-108.65963181259576,-99.74704839108355,96
2022-05-20,3927.760009765625,3943.419921875,3810.320068359375,3901.360107421875,3901.360107421875,5130730000,35.53826058203258,-110.14214446701499,-101.82606760626985,97
2022-05-23,3919.419921875,3981.8798828125,3909.0400390625,3973.75,3973.75,4420030000,35.148242069605416,-110.7137822534387,-103.60361053570362,98
2022-05-24,3942.93994140625,3955.679931640625,3875.1298828125,3941.47998046875,3941.47998046875,4923190000,37.24005732667502,-108.0237102174774,-104.48763047205838,99
2022-05-25,3929.590087890625,3999.330078125,3925.030029296875,3978.72998046875,3978.72998046875,4802560000,36.52001825236282,-105.7500100684133,-104.74010639132938,100
2022-05-26,3984.60009765625,4075.139892578125,3984.60009765625,4057.840087890625,4057.840087890625,4709970000,41.53630005227662,-98.37522985558144,-103.4671310841798,101
2022-05-27,4077.429931640625,4158.490234375,4077.429931640625,4158.240234375,4158.240234375,4375620000,48.87780595376752,-84.07095398802176,-99.58789566494819,102
2022-05-31,4151.08984375,4168.33984375,4104.8798828125,4132.14990234375,4132.14990234375,6822640000,53.83195065012661,-66.02982231111719,-92.876280994182,103
2022-06-01,4149.77978515625,4166.5400390625,4073.85009765625,4101.22998046875,4101.22998046875,4531800000,53.7322178123699,-51.2470620268773,-84.55043720072106,104
2022-06-02,4095.409912109375,4177.509765625,4074.3701171875,4176.81982421875,4176.81982421875,4405790000,49.62322547898278,-43.418313078270785,-76.32401237623101,105
2022-06-03,4137.56982421875,4142.669921875,4098.669921875,4108.5400390625,4108.5400390625,3711110000,52.647161792067514,-33.42669839951759,-67.74454958088833,106
2022-06-06,4134.72021484375,4168.77978515625,4109.18017578125,4121.43017578125,4121.43017578125,4332700000,52.418130864990935,-25.4448984913829,-59.28461936298725,107
2022-06-07,4096.47021484375,4164.85986328125,4080.18994140625,4160.68017578125,4160.68017578125,4248210000,49.316821853881905,-21.95266325291368,-51.818228140972536,108
2022-06-08,4147.1201171875,4160.14013671875,4107.2001953125,4115.77001953125,4115.77001953125,4159470000,53.26031548009813,-14.925960662555553,-44.43977464528914,109
2022-06-09,4101.64990234375,4119.10009765625,4017.169921875,4017.820068359375,4017.820068359375,4134170000,49.53420619730258,-12.877866533286124,-38.12739302288854,110
2022-06-10,3974.389892578125,3974.389892578125,3900.159912109375,3900.860107421875,3900.860107421875,4889640000,40.908165755805136,-21.278273717774027,-34.75756916186564,111
2022-06-13,3838.14990234375,3838.14990234375,3734.300048828125,3749.6298828125,3749.6298828125,5636890000,34.068214717355346,-38.485449237505236,-35.503145176993556,112
2022-06-14,3763.52001953125,3778.179931640625,3705.679931640625,3735.47998046875,3735.47998046875,5153890000,31.009553745339474,-57.48165490624024,-39.898847122842895,113
2022-06-15,3764.050048828125,3837.56005859375,3722.300048828125,3789.989990234375,3789.989990234375,5530480000,31.056895527268765,-71.66737889189426,-46.25255347665317,114
2022-06-16,3728.179931640625,3728.179931640625,3639.77001953125,3666.77001953125,3666.77001953125,5644930000,29.577660864926642,-84.82626168886645,-53.96729511909582,115
2022-06-17,3665.89990234375,3707.7099609375,3636.8701171875,3674.840087890625,3674.840087890625,8520740000,27.15890525377823,-99.13745411828131,-63.001326918932925,116
2022-06-21,3715.31005859375,3779.64990234375,3715.31005859375,3764.7900390625,3764.7900390625,5292260000,31.915831368686497,-105.27860433656087,-71.45678240245851,117
2022-06-22,3733.889892578125,3801.7900390625,3717.68994140625,3759.889892578125,3759.889892578125,5058990000,33.6699956072828,-107.40813864174015,-78.64705365031485,118
2022-06-23,3774.7099609375,3802.580078125,3743.52001953125,3795.72998046875,3795.72998046875,5098640000,37.48110975433744,-104.59625107847751,-83.83689313594738,119
2022-06-24,3821.75,3913.64990234375,3821.75,3911.739990234375,3911.739990234375,8120260000,41.64231033214264,-97.44874344895834,-86.55926319854957,120
2022-06-27,3920.760009765625,3927.719970703125,3889.659912109375,3900.110107421875,3900.110107421875,4325310000,49.292553563697055,-82.84008292089311,-85.81542714301828,121
2022-06-28,3913.0,3945.860107421875,3820.139892578125,3821.550048828125,3821.550048828125,4270120000,48.75310839049969,-71.0695367571775,-82.86624906585013,122
2022-06-29,3825.090087890625,3836.5,3799.02001953125,3818.830078125,3818.830078125,4211240000,43.010598617683044,-68.05044615037377,-79.90308848275487,123
2022-06-30,3785.989990234375,3818.989990234375,3738.669921875,3785.3798828125,3785.3798828125,4840070000,40.71358556272253,-68.02865422132118,-77.52820163046813,124
2022-07-01,3781.0,3829.820068359375,3752.10009765625,3825.330078125,3825.330078125,4046950000,40.41692637949877,-67.63438735291038,-75.54943877495658,125
2022-07-05,3792.610107421875,3832.18994140625,3742.06005859375,3831.389892578125,3831.389892578125,5076590000,41.48525530047297,-65.62856414482758,-73.56526384893078,126
2022-07-06,3831.97998046875,3870.909912109375,3809.3701171875,3845.080078125,3845.080078125,4417720000,45.08122002811547,-60.168529717150705,-70.88591702257477,127
2022-07-07,3858.85009765625,3910.6298828125,3858.85009765625,3902.6201171875,3902.6201171875,4057770000,47.45464061390386,-53.06155858401689,-67.3210453348632,128
2022-07-08,3888.260009765625,3918.5,3869.340087890625,3899.3798828125,3899.3798828125,3521620000,50.00158192297522,-44.54263882615305,-62.76536403312117,129
2022-07-11,3880.93994140625,3880.93994140625,3847.219970703125,3854.429931640625,3854.429931640625,3423480000,49.36027163772953,-37.944600151922714,-57.80121125688149,130
2022-07-12,3851.949951171875,3873.409912109375,3802.360107421875,3818.800048828125,3818.800048828125,3817210000,46.800213038928135,-34.65537135004706,-53.1720432755146,131
2022-07-13,3779.669921875,3829.43994140625,3759.070068359375,3801.780029296875,3801.780029296875,4109390000,41.079473579312555,-37.44933549362713,-50.02750171913711,132
2022-07-14,3763.989990234375,3796.409912109375,3721.56005859375,3790.3798828125,3790.3798828125,4199690000,39.93893150890071,-40.462386443619835,-48.11447866403366,133
2022-07-15,3818.0,3863.6201171875,3817.179931640625,3863.159912109375,3863.159912109375,4143800000,45.54711375558027,-38.05343827278148,-46.102270585783224,134
2022-07-18,3883.7900390625,3902.43994140625,3818.6298828125,3830.85009765625,3830.85009765625,4046870000,51.48918929554745,-30.48422005676548,-42.97866047997968,135
2022-07-19,3860.72998046875,3939.81005859375,3860.72998046875,3936.68994140625,3936.68994140625,4041070000,49.45220414377115,-26.046071199198195,-39.592142623823385,136
2022-07-20,3935.320068359375,3974.1298828125,3922.030029296875,3959.89990234375,3959.89990234375,4185300000,55.57444073863132,-16.321861280208395,-34.93808635510039,137
2022-07-21,3955.469970703125,3999.2900390625,3927.639892578125,3998.949951171875,3998.949951171875,4132790000,57.086532019024325,-6.909774560925598,-29.33242399626543,138
2022-07-22,3998.429931640625,4012.43994140625,3938.860107421875,3961.6298828125,3961.6298828125,3979240000,60.1970716937694,3.9701167561579496,-22.671915845780756,139
2022-07-25,3965.719970703125,3975.300048828125,3943.4599609375,3966.840087890625,3966.840087890625,3568340000,56.819971285254745,9.839663020896296,-16.169600072445345,140
2022-07-26,3953.219970703125,3953.219970703125,3910.739990234375,3921.050048828125,3921.050048828125,3778950000,55.537725245272014,13.329026470240024,-10.269874763908271,141
2022-07-27,3951.429931640625,4039.56005859375,3951.429931640625,4023.610107421875,4023.610107421875,4112180000,55.345111709476065,15.768165356104873,-5.062266739905642,142
2022-07-28,4026.1298828125,4078.949951171875,3992.969970703125,4072.429931640625,4072.429931640625,4413000000,61.3666035207616,23.45844787747501,0.6418761835704885,143
2022-07-29,4087.330078125,4140.14990234375,4079.219970703125,4130.2900390625,4130.2900390625,4616360000,65.47426968195327,34.098332124246554,7.333167371705702,144
2022-08-01,4112.3798828125,4144.9501953125,4096.02001953125,4118.6298828125,4118.6298828125,4202810000,67.01995034458315,44.0441138069109,14.675356658746741,145
2022-08-02,4104.2099609375,4140.47021484375,4079.81005859375,4091.18994140625,4091.18994140625,4727710000,65.98241394301013,50.68273402060049,21.876832131117496,146
2022-08-03,4107.9599609375,4167.66015625,4107.9599609375,4155.169921875,4155.169921875,4351760000,66.24075298208405,55.605496478384794,28.622565000570958,147
2022-08-04,4154.85009765625,4161.2900390625,4135.419921875,4151.93994140625,4151.93994140625,4283320000,69.3728031660545,62.56920450716552,35.41189290188987,148
2022-08-05,4115.8701171875,4151.580078125,4107.31005859375,4145.18994140625,4145.18994140625,4085940000,64.05272093265303,64.20254763184084,41.17002384788007,149
2022-08-08,4155.93017578125,4186.6201171875,4128.97021484375,4140.06005859375,4140.06005859375,4221090000,66.8650734710978,67.94625364148033,46.52526980660012,150
2022-08-09,4133.10986328125,4137.2998046875,4112.08984375,4122.47021484375,4122.47021484375,3913090000,63.802839066057906,68.28461657049729,50.87713915937956,151
2022-08-10,4181.02001953125,4211.02978515625,4177.259765625,4210.240234375,4210.240234375,4546010000,67.19920274977915,71.59343626906593,55.02039858131684,152
2022-08-11,4227.39990234375,4257.91015625,4201.41015625,4207.27001953125,4207.27001953125,4630200000,70.12187283398393,77.06975647071931,59.43027015919734,153
2022-08-12,4225.02001953125,4280.47021484375,4219.77978515625,4280.14990234375,4280.14990234375,3788010000,69.77829403996743,80.2921847066782,63.60265306869351,154
2022-08-15,4269.3701171875,4301.7900390625,4256.89990234375,4297.14013671875,4297.14013671875,3696830000,72.48400702173704,85.43976806974615,67.97007606890404,155
2022-08-16,4290.4599609375,4325.27978515625,4277.77001953125,4305.2001953125,4305.2001953125,4329820000,73.69027161163608,90.18148310554307,72.41235747623185,156
2022-08-17,4280.39990234375,4302.18017578125,4253.080078125,4274.0400390625,4274.0400390625,3885030000,72.0673126129445,92.0662810024005,76.34314218146558,157
2022-08-18,4273.1298828125,4292.52978515625,4261.97998046875,4283.740234375,4283.740234375,3340330000,70.85287662327279,91.91384154585194,79.45728205434285,158
2022-08-19,4266.31005859375,4266.31005859375,4218.7001953125,4228.47998046875,4228.47998046875,3761340000,69.66687598076945,90.20292617588166,81.60641087865062,159
2022-08-22,4195.080078125,4195.080078125,4129.85986328125,4137.990234375,4137.990234375,3907430000,58.62838523974893,82.15234815716394,81.71559833435329,160
2022-08-23,4133.08984375,4159.77001953125,4124.02978515625,4128.72998046875,4128.72998046875,3823520000,51.0477575593269,69.96361621905453,79.36520191129355,161
2022-08-24,4126.5498046875,4156.56005859375,4119.97021484375,4140.77001953125,4140.77001953125,3583630000,50.30869360511694,59.09502122872345,75.31116577477954,162
2022-08-25,4153.259765625,4200.5400390625,4147.58984375,4199.1201171875,4199.1201171875,3566870000,53.283464825288895,52.03700185263824,70.65633299035129,163
2022-08-26,4198.740234375,4203.0400390625,4057.659912109375,4057.659912109375,4057.659912109375,3832750000,57.90455673386877,49.54227190724214,66.43352077372947,164
2022-08-29,4034.580078125,4062.989990234375,4017.419921875,4030.610107421875,4030.610107421875,3396510000,41.82330532145623,33.927730033701664,59.93236262572391,165
2022-08-30,4041.25,4044.97998046875,3965.2099609375,3986.159912109375,3986.159912109375,3835860000,42.52177589689686,21.839547347494772,52.31379957007809,166
2022-08-31,4000.669921875,4015.3701171875,3954.530029296875,3955.0,3955.0,4542490000,39.420780602916395,8.882707986819696,43.62758125342641,167
2022-09-01,3936.72998046875,3970.22998046875,3903.64990234375,3966.85009765625,3966.85009765625,4152250000,35.07977318389344,-6.47051143058161,33.60796271662481,168
2022-09-02,3994.659912109375,4018.429931640625,3906.2099609375,3924.260009765625,3924.260009765625,3665850000,41.37830261331111,-13.804457892477785,24.125478594804296,169
2022-09-06,3930.889892578125,3942.550048828125,3886.75,3908.18994140625,3908.18994140625,4127340000,37.11006078533024,-24.48017866833743,14.404347142175954,170
2022-09-07,3909.429931640625,3987.889892578125,3906.030029296875,3979.8701171875,3979.8701171875,3890320000,35.77276962979448,-34.277276688103484,4.668022376120067,171
2022-09-08,3959.93994140625,4010.5,3944.81005859375,4006.179931640625,4006.179931640625,3966850000,41.14835906733534,-37.533152970854644,-3.772212693274875,172
2022-09-09,4022.93994140625,4076.81005859375,4022.93994140625,4067.360107421875,4067.360107421875,3901940000,47.09598086481417,-34.63068392775858,-9.943906940171617,173
2022-09-12,4083.669921875,4119.27978515625,4083.669921875,4110.41015625,4110.41015625,3814200000,52.11931846789143,-27.117461205001746,-13.378617793137643,174
2022-09-13,4037.1201171875,4037.1201171875,3921.280029296875,3932.68994140625,3932.68994140625,4224550000,48.33114232242608,-24.63537698184473,-15.62996963087906,175
2022-09-14,3940.72998046875,3961.93994140625,3912.179931640625,3946.010009765625,3946.010009765625,4293240000,41.59018329049389,-30.099220739193697,-18.52381985254199,176
2022-09-15,3932.409912109375,3959.139892578125,3888.280029296875,3901.35009765625,3901.35009765625,4441830000,41.057866714571404,-34.700708102090175,-21.759197502451627,177
2022-09-16,3880.949951171875,3880.949951171875,3837.080078125,3873.330078125,3873.330078125,7954650000,37.832552435140904,-42.015480462882806,-25.810454094537864,178
2022-09-19,3849.909912109375,3900.449951171875,3838.5,3899.889892578125,3899.889892578125,3766850000,35.99574223571304,-49.74374704726051,-30.597112685082394,179
2022-09-20,3875.22998046875,3876.010009765625,3827.5400390625,3855.929931640625,3855.929931640625,4058050000,38.61390096920534,-53.211941943135116,-35.120078536692944,180
2022-09-21,3871.39990234375,3907.070068359375,3789.489990234375,3789.929931640625,3789.929931640625,4078330000,38.358293331911234,-55.6283180573605,-39.22172644082646,181
2022-09-22,3782.360107421875,3790.89990234375,3749.449951171875,3757.989990234375,3757.989990234375,4284600000,32.905060477234,-63.990438903500035,-44.175468933361174,182
2022-09-23,3727.139892578125,3727.139892578125,3647.469970703125,3693.22998046875,3693.22998046875,5144270000,30.05166523196307,-74.21775369751595,-50.18392588619213,183
2022-09-26,3682.719970703125,3715.669921875,3644.760009765625,3655.0400390625,3655.0400390625,4886140000,27.951881043957158,-84.92829035296973,-57.132798779547656,184
2022-09-27,3686.43994140625,3717.530029296875,3623.2900390625,3647.2900390625,3647.2900390625,4577740000,28.403058097961235,-92.05514288616132,-64.11726760087039,185
